T;Heated Black Aluminum (TH1-0);Blue Aluminum (TH1-1);Polished Aluminum (TH1-2);Red Aluminum (TH0-3);Heated Carbon (TH2-0);Black Aluminum (TH2-1);Carbon (TH2-2);Titanium (TH2-3);Photodiode
2354;102;32.5;23.2;20.8;106.8;31.3;35.1;39.9;1
2355;101.9;32.4;23.2;20.7;106.7;31.3;35;39.8;0.5
2356;101.5;32;23.2;20.7;106.5;31.2;34.9;39.7;0.5
2357;101.4;31.9;23.2;20.7;106.3;31.2;34.8;39.6;0.5
2358;101.6;32.2;23.2;20.6;106.1;31.1;34.7;39.6;0.5
2359;101.6;32.2;23.2;20.6;106;31.1;34.6;39.5;0.5
2360;101.5;32.1;23.2;20.5;105.9;31;34.6;39.4;0.5
2361;101.4;32.1;23.2;20.5;105.7;31;34.5;39.4;0.5
2362;101.4;32;23.2;20.4;105.5;30.9;34.4;39.2;0.5
2363;101.3;32;23.2;20.3;105.4;30.8;34.3;39.2;0.5
2364;100.8;31.5;23.2;20.3;105.2;30.7;34.2;39.1;0.5
2365;100.7;31.4;23.2;20.2;105;30.7;34.1;39.1;0.5
2366;100.6;31.4;23.1;20.2;104.8;30.6;34;39;0.5
2367;100.6;31.3;23.1;20.1;104.7;30.6;34;38.8;0.5
2368;100.8;31.7;23.1;20.1;104.5;30.5;33.9;38.8;0.5
2369;100.5;31.3;23.1;20;104.3;30.5;33.8;38.7;0.5
2370;100.3;31.2;23.1;20;104.2;30.4;33.7;38.6;0.5
2371;100.4;31.3;23.1;19.9;104.1;30.4;33.6;38.6;0.5
2372;100.2;31.1;23.1;19.9;104;30.3;33.6;38.5;0.5
2373;100.5;31.4;23.1;19.9;103.8;30.3;33.5;38.4;0.5
2374;100.1;31;23.1;19.8;103.7;30.2;33.4;38.3;0.5
2375;100.2;31.2;23.1;19.8;103.5;30.1;33.4;38.2;0.5
2376;100.3;31.3;23.1;19.7;103.4;30.1;33.3;38.2;0.5
2377;99.8;30.9;23.1;19.7;103.2;30;33.2;38.1;0.5
2378;99.8;30.8;23.1;19.6;103.1;30;33.1;38;0.5
2379;99.9;31;23.1;19.6;103;29.9;33;37.9;0.5
2380;99.9;31;23;19.6;102.8;29.9;33;37.8;0.5
2381;99.8;30.9;23;19.5;102.7;29.8;32.9;37.7;0.5
2382;99.8;30.9;23;19.5;102.6;29.8;32.8;37.7;0.5
2383;99.8;31;23;19.4;102.4;29.7;32.8;37.6;0.5
2384;99.8;30.9;23.1;19.4;102.3;29.7;32.7;37.5;0.5
2385;99.7;30.9;23;19.3;102.2;29.7;32.6;37.5;0.5
2386;99.7;30.8;23;19.3;102.1;29.6;32.6;37.4;0.5
2387;99.2;30.4;23;19.3;102;29.6;32.5;37.3;0.5
2388;99.4;30.6;23;19.2;101.8;29.5;32.4;37.3;0.5
2389;99;30.3;23;19.2;101.7;29.5;32.3;37.2;0.5
2390;99;30.3;23;19.1;101.6;29.4;32.3;37.1;0.8
2391;99.4;30.6;23;19.1;101.5;29.4;32.2;37;1
2392;99.1;30.4;23;19;101.3;29.3;32.1;37;1
2393;99;30.4;23;19;101.3;29.3;32.1;36.9;1
2394;98.9;30.2;23;19;101.2;29.3;32;36.9;1
2395;98.8;30.1;23;19;101;29.2;31.9;36.7;1
2396;98.9;30.3;23;18.9;100.9;29.2;31.9;36.7;1
2397;98.6;30;23;18.9;100.8;29.1;31.8;36.6;1
2398;98.6;30;23;18.8;100.7;29.1;31.8;36.5;1
2399;98.5;29.9;22.9;18.8;100.6;29;31.7;36.5;1
2400;98.9;30.3;22.9;18.7;100.5;29;31.6;36.4;1
2401;98.4;29.8;23;18.7;100.4;29;31.6;36.3;1
2402;98.8;30.2;22.9;18.7;100.3;28.9;31.5;36.2;1
2403;98.7;30.2;22.9;18.6;100.2;28.9;31.4;36.2;1
2404;98.3;29.7;22.9;18.6;100.1;28.9;31.4;36.1;1
2405;98.6;30.1;22.9;18.6;100;28.8;31.3;36.1;1
2406;98.6;30.1;22.9;18.6;99.9;28.7;31.3;36;1
2407;98.1;29.6;22.9;18.5;99.8;28.7;31.2;35.9;1
2408;98.5;30;22.9;18.5;99.7;28.7;31.1;35.9;1
2409;98.4;29.9;22.9;18.4;99.6;28.6;31.1;35.8;1.6
2410;98;29.5;22.9;18.4;99.5;28.6;31;35.7;1.6
2411;98;29.5;22.9;18.4;99.4;28.6;30.9;35.7;1.6
2412;97.9;29.4;22.9;18.4;99.3;28.6;30.9;35.6;1.6
2413;98.3;29.8;22.9;18.3;99.2;28.5;30.8;35.5;1.6
2414;98.2;29.8;22.9;18.3;99.1;28.5;30.7;35.4;1.6
2415;98.2;29.7;22.9;18.3;99.1;28.4;30.7;35.4;1.6
2416;98.2;29.7;22.9;18.2;99;28.4;30.7;35.3;1.6
2417;97.9;29.5;22.9;18.2;98.9;28.4;30.6;35.3;1.6
2418;98.1;29.7;22.9;18.2;98.8;28.3;30.5;35.2;1.6
2419;97.8;29.4;22.8;18.1;98.7;28.3;30.5;35.1;2.1
2420;97.6;29.2;22.8;18.1;98.7;28.2;30.4;35.1;2.1
2421;97.9;29.5;22.8;18.1;98.5;28.2;30.3;35;2.1
2422;97.7;29.4;22.8;18;98.5;28.2;30.3;35;2.1
2423;97.8;29.4;22.8;18;98.4;28.1;30.2;34.9;2.1
2424;97.4;29;22.8;18;98.3;28.1;30.2;34.9;2.1
2425;97.5;29.1;22.8;18;98.3;28.1;30.2;34.8;2.6
2426;97.7;29.3;22.8;17.9;98.2;28;30.1;34.8;2.6
2427;97.7;29.4;22.8;17.9;98.1;28;30;34.7;2.6
2428;97.7;29.3;22.8;17.9;98.1;28;30;34.7;2.6
2429;97.7;29.3;22.8;17.9;98;27.9;29.9;34.6;2.6
2430;97.5;29.1;22.8;17.8;97.9;27.9;29.8;34.5;3.2
2431;97.3;29;22.8;17.8;97.9;27.9;29.8;34.4;3.2
2432;97.3;29;22.8;17.8;97.8;27.8;29.8;34.4;3.2
2433;97.1;28.7;22.8;17.7;97.7;27.8;29.7;34.4;3.2
2434;97.4;29.1;22.8;17.7;97.7;27.8;29.6;34.3;3.7
2435;97.5;29.2;22.8;17.7;97.6;27.8;29.6;34.2;3.7
2436;97.2;28.8;22.8;17.7;97.5;27.7;29.5;34.2;3.7
2437;97.3;28.9;22.8;17.7;97.5;27.7;29.5;34.1;3.7
2438;97.2;28.9;22.8;17.6;97.4;27.7;29.4;34.1;4.2
2439;97.1;28.8;22.8;17.6;97.3;27.7;29.4;34.1;4.2
2440;97;28.7;22.8;17.6;97.3;27.6;29.3;34;4.2
2441;97.1;28.9;22.8;17.6;97.2;27.6;29.3;33.9;4.2
2442;97.1;28.7;22.7;17.5;97.1;27.6;29.2;33.9;4.8
2443;97;28.7;22.7;17.5;97.1;27.6;29.2;33.8;4.8
2444;97.2;28.9;22.8;17.5;97.1;27.5;29.1;33.8;4.8
2445;97.1;28.9;22.7;17.5;96.9;27.5;29.1;33.7;4.8
2446;96.8;28.5;22.7;17.4;96.9;27.5;29;33.7;5.3
2447;96.9;28.6;22.7;17.4;96.9;27.5;29;33.6;5.3
2448;96.8;28.5;22.7;17.4;96.8;27.4;28.9;33.6;5.3
2449;96.7;28.5;22.7;17.4;96.7;27.4;28.9;33.5;5.5
2450;96.8;28.5;22.7;17.3;96.7;27.4;28.8;33.5;5.8
2451;96.9;28.6;22.7;17.3;96.6;27.3;28.8;33.4;5.8
2452;96.8;28.6;22.7;17.3;96.6;27.3;28.7;33.4;5.8
2453;96.7;28.5;22.7;17.3;96.5;27.3;28.7;33.3;6.4
2454;96.7;28.5;22.7;17.3;96.5;27.3;28.7;33.3;6.4
2455;96.6;28.4;22.7;17.2;96.4;27.2;28.6;33.2;6.4
2456;96.5;28.3;22.7;17.2;96.4;27.2;28.6;33.2;6.4
2457;96.7;28.4;22.7;17.2;96.4;27.2;28.5;33.2;6.9
2458;96.8;28.6;22.7;17.2;96.3;27.2;28.5;33.1;6.9
2459;96.7;28.4;22.6;17.2;96.3;27.2;28.4;33.1;6.9
2460;96.5;28.3;22.6;17.1;96.3;27.2;28.4;33;6.9
2461;96.7;28.4;22.6;17.1;96.2;27.1;28.4;33;7.4
2462;96.6;28.3;22.6;17.1;96.2;27.1;28.3;32.9;7.4
2463;96.5;28.3;22.6;17.1;96.1;27.1;28.3;32.9;7.4
2464;96.7;28.4;22.6;17.1;96.1;27.1;28.2;32.9;7.4
2465;96.6;28.4;22.6;17.1;96;27;28.2;32.8;7.4
2466;96.3;28.1;22.6;17.1;96;27;28.2;32.8;7.9
2467;96.6;28.4;22.6;17;96;27;28.1;32.7;7.9
2468;96.3;28.1;22.6;17;96;27;28.1;32.7;7.9
2469;96.6;28.4;22.6;17;95.9;27;28.1;32.7;7.9
2470;96.5;28.2;22.6;17;95.9;26.9;28;32.6;7.9
2471;96.6;28.4;22.6;17;95.9;26.9;28;32.6;7.9
2472;96.3;28.1;22.6;17;95.8;26.9;27.9;32.5;8.2
2473;96.2;28;22.6;16.9;95.8;26.9;27.9;32.5;8.5
2474;96.2;27.9;22.6;16.9;95.8;26.9;27.9;32.5;8.5
2475;96.3;28.1;22.6;17;95.7;26.8;27.8;32.4;8.5
2476;96.3;28;22.6;16.9;95.7;26.8;27.8;32.3;8.5
2477;96.3;28.1;22.6;16.9;95.6;26.8;27.8;32.3;8.5
2478;96.1;27.9;22.6;16.9;95.6;26.8;27.7;32.3;8.5
2479;96.1;27.9;22.5;16.8;95.6;26.8;27.7;32.2;8.5
2480;96.3;28.1;22.6;16.9;95.6;26.8;27.7;32.2;8.5
2481;96.3;28.1;22.5;16.8;95.6;26.8;27.6;32.2;8.5
2482;96.3;28;22.6;16.8;95.5;26.7;27.6;32.2;8.5
2483;96.4;28.2;22.6;16.8;95.5;26.7;27.6;32.1;8.5
2484;96.4;28.2;22.5;16.8;95.5;26.7;27.5;32.1;8.5
2485;96.2;28;22.5;16.8;95.4;26.7;27.5;32;8.5
2486;96.3;28.1;22.5;16.8;95.4;26.6;27.5;32;8.5
2487;96.2;27.9;22.5;16.8;95.4;26.7;27.4;31.9;8.5
2488;96.1;27.9;22.5;16.7;95.3;26.7;27.4;31.9;8.5
2489;96.1;27.8;22.5;16.7;95.3;26.6;27.4;31.9;8.5
2490;96.1;27.9;22.5;16.7;95.3;26.6;27.3;31.8;8.5
2491;96.2;27.9;22.5;16.7;95.3;26.6;27.3;31.8;8.5
2492;96.1;27.9;22.5;16.6;95.2;26.6;27.2;31.8;8.5
2493;96.1;27.8;22.5;16.6;95.3;26.5;27.2;31.7;8.5
2494;96.1;27.8;22.5;16.6;95.2;26.5;27.2;31.7;8.5
2495;96.1;27.8;22.5;16.6;95.2;26.5;27.1;31.6;8.5
2496;96;27.7;22.5;16.6;95.1;26.5;27.1;31.6;8.5
2497;96.1;27.8;22.5;16.6;95.1;26.5;27.1;31.6;8.5
2498;96;27.7;22.5;16.6;95.1;26.4;27;31.6;8.4
2499;96;27.7;22.5;16.5;95.1;26.4;27;31.5;8.4
2500;96;27.8;22.5;16.5;95;26.4;27;31.5;8.3
2501;96;27.7;22.5;16.5;95;26.4;26.9;31.4;8.5
2502;96;27.7;22.5;16.5;95;26.3;26.9;31.4;8.4
2503;95.9;27.7;22.5;16.5;94.9;26.3;26.8;31.4;8.4
2504;95.9;27.7;22.5;16.4;94.9;26.3;26.8;31.3;8.4
2505;95.9;27.7;22.5;16.4;94.9;26.3;26.8;31.3;8.4
2506;95.9;27.6;22.5;16.4;94.8;26.3;26.7;31.3;8.4
2507;95.9;27.6;22.5;16.4;94.8;26.3;26.7;31.2;8.3
2508;95.8;27.6;22.5;16.4;94.8;26.2;26.7;31.2;8.3
2509;95.8;27.5;22.4;16.4;94.8;26.2;26.6;31.2;8.1
2510;95.8;27.6;22.4;16.4;94.7;26.2;26.6;31.1;8.1
2511;95.8;27.5;22.4;16.4;94.7;26.2;26.5;31.1;8.2
2512;95.7;27.4;22.4;16.4;94.7;26.1;26.5;31;8.3
2513;95.8;27.5;22.4;16.3;94.6;26.1;26.5;31;8.3
2514;95.8;27.5;22.4;16.3;94.6;26.1;26.4;31;8.3
2515;95.8;27.5;22.4;16.3;94.6;26.1;26.4;31;8.2
2516;95.8;27.5;22.4;16.3;94.6;26.1;26.4;30.9;8.1
2517;95.8;27.5;22.4;16.3;94.6;26.1;26.3;30.9;8.1
2518;95.7;27.4;22.4;16.2;94.5;26.1;26.3;30.8;8
2519;95.8;27.5;22.4;16.3;94.5;26.1;26.3;30.8;8
2520;95.7;27.4;22.4;16.2;94.5;26;26.2;30.8;8
2521;95.7;27.4;22.4;16.2;94.5;26;26.2;30.8;8
2522;95.6;27.3;22.4;16.2;94.4;26;26.1;30.7;7.9
2523;95.6;27.3;22.4;16.2;94.4;26;26.1;30.7;7.9
2524;95.6;27.3;22.4;16.2;94.4;26;26.1;30.7;7.9
2525;95.6;27.3;22.4;16.1;94.4;25.9;26;30.6;7.9
2526;95.6;27.3;22.4;16.1;94.3;25.9;26;30.6;7.9
2527;95.6;27.3;22.4;16.1;94.3;25.9;26;30.5;7.9
2528;95.5;27.2;22.3;16.1;94.2;25.9;26;30.5;7.9
2529;95.5;27.2;22.4;16.1;94.3;25.9;25.9;30.5;7.9
2530;95.5;27.2;22.3;16;94.2;25.9;25.9;30.4;7.9
2531;95.5;27.2;22.3;16;94.2;25.8;25.9;30.4;7.9
2532;95.5;27.2;22.3;16;94.1;25.8;25.8;30.4;7.9
2533;95.5;27.2;22.3;16;94.2;25.8;25.8;30.3;7.9
2534;95.5;27.1;22.3;16;94.1;25.8;25.8;30.3;7.9
2535;95.4;27.1;22.3;16;94.1;25.8;25.7;30.3;7.9
2536;95.5;27.1;22.3;16;94;25.8;25.7;30.3;7.9
2537;95.4;27.1;22.3;15.9;94;25.7;25.6;30.2;7.9
2538;95.4;27.1;22.3;15.9;94;25.7;25.6;30.2;7.9
2539;95.4;27.1;22.3;15.9;93.9;25.7;25.6;30.1;7.9
2540;95.4;27;22.3;15.9;94;25.7;25.5;30.1;7.9
2541;95.4;27;22.3;15.9;93.9;25.6;25.5;30.1;7.9
2542;95.3;27;22.3;15.8;93.9;25.6;25.4;30;7.9
2543;95.4;27;22.3;15.9;93.9;25.6;25.4;30;7.9
2544;95.3;27;22.3;15.8;93.9;25.6;25.4;30;7.9
2545;95.3;27;22.3;15.8;93.8;25.6;25.4;29.9;7.9
2546;95.3;27;22.3;15.8;93.8;25.6;25.4;29.9;7.9
2547;95.3;27;22.2;15.8;93.8;25.5;25.3;29.8;7.9
2548;95.3;26.9;22.3;15.8;93.8;25.5;25.3;29.8;7.9
2549;95.2;26.9;22.2;15.8;93.8;25.5;25.3;29.8;7.9
2550;95.2;26.9;22.2;15.7;93.7;25.5;25.2;29.8;7.9
2551;95.2;26.9;22.2;15.7;93.7;25.5;25.2;29.7;7.9
2552;95.2;26.8;22.2;15.7;93.7;25.4;25.2;29.7;7.9
2553;95.2;26.9;22.2;15.7;93.6;25.4;25.1;29.7;7.9
2554;95.2;26.8;22.2;15.7;93.7;25.4;25.1;29.6;7.9
2555;95.1;26.8;22.2;15.7;93.6;25.4;25.1;29.6;7.9
2556;95.2;26.8;22.2;15.6;93.6;25.4;25;29.6;7.9
2557;95.1;26.8;22.2;15.6;93.6;25.4;25;29.5;7.9
2558;95.1;26.7;22.2;15.6;93.5;25.3;25;29.5;7.9
2559;95.1;26.7;22.2;15.6;93.5;25.3;25;29.5;7.9
2560;95.1;26.7;22.1;15.6;93.5;25.3;24.9;29.5;7.9
2561;95.1;26.7;22.1;15.6;93.5;25.3;24.9;29.4;7.9
2562;95.1;26.7;22.1;15.5;93.5;25.3;24.8;29.4;7.9
2563;95;26.7;22.1;15.5;93.5;25.3;24.8;29.4;7.9
2564;95;26.7;22.1;15.5;93.4;25.2;24.8;29.4;7.9
2565;95;26.6;22.1;15.5;93.4;25.2;24.7;29.3;7.9
2566;95;26.6;22.1;15.5;93.4;25.2;24.7;29.3;7.9
2567;95;26.6;22.1;15.5;93.4;25.2;24.7;29.3;7.9
2568;94.9;26.6;22.1;15.4;93.3;25.2;24.6;29.2;7.9
2569;94.9;26.5;22.1;15.4;93.3;25.2;24.6;29.2;7.9
2570;94.9;26.5;22.1;15.4;93.3;25.1;24.6;29.2;7.9
2571;94.9;26.5;22.1;15.4;93.2;25.1;24.6;29.2;7.9
2572;94.9;26.5;22.1;15.4;93.2;25.1;24.5;29.1;7.9
2573;94.9;26.5;22.1;15.4;93.2;25.1;24.5;29.1;7.9
2574;94.8;26.4;22;15.3;93.2;25.1;24.4;29.1;7.9
2575;94.8;26.4;22;15.3;93.2;25;24.4;29.1;7.9
2576;94.8;26.4;22;15.3;93.2;25;24.4;29;7.9
2577;94.8;26.4;22.1;15.3;93.1;25;24.4;29;7.9
2578;94.8;26.4;22;15.3;93.1;25;24.3;28.9;7.9
2579;94.8;26.4;22;15.3;93.1;25;24.3;28.9;7.9
2580;94.8;26.4;22;15.2;93;25;24.3;28.9;7.9
2581;94.8;26.4;22;15.2;93;25;24.2;28.9;7.9
2582;94.7;26.3;22;15.2;93;24.9;24.2;28.8;7.9
2583;94.8;26.3;22;15.2;93;24.9;24.2;28.8;7.9
2584;94.7;26.2;22;15.2;93;24.9;24.1;28.8;7.9
2585;94.7;26.3;22;15.2;93;24.9;24.2;28.7;7.9
2586;94.7;26.3;22;15.2;93;24.9;24.1;28.7;7.9
2587;94.7;26.2;22;15.2;92.9;24.9;24.1;28.7;7.9
2588;94.7;26.2;22;15.1;92.9;24.8;24;28.7;7.9
2589;94.7;26.2;22;15.1;92.9;24.8;24;28.6;7.9
2590;94.7;26.2;22;15.1;92.9;24.8;24;28.6;7.9
2591;94.7;26.2;22;15.1;92.9;24.8;24;28.6;7.9
2592;94.6;26.2;21.9;15;92.9;24.8;23.9;28.6;7.9
2593;94.6;26.2;21.9;15;92.8;24.8;23.9;28.5;7.9
2594;94.6;26.1;21.9;15;92.8;24.7;23.8;28.5;7.9
2595;94.6;26.1;21.9;15;92.8;24.7;23.8;28.5;7.9
2596;94.6;26.1;21.9;15;92.8;24.7;23.8;28.4;7.9
2597;94.5;26.1;21.9;15;92.8;24.7;23.7;28.4;7.9
2598;94.6;26.1;21.9;15;92.7;24.6;23.7;28.4;7.9
2599;94.5;26.1;21.9;14.9;92.7;24.6;23.7;28.4;7.9
2600;94.5;26;21.9;14.9;92.7;24.6;23.7;28.3;7.9
2601;94.5;26;21.9;14.9;92.7;24.6;23.6;28.3;7.9
2602;94.5;26;21.9;14.9;92.7;24.6;23.6;28.3;7.9
2603;94.5;26;21.9;14.9;92.6;24.6;23.6;28.3;7.9
2604;94.5;26;21.9;14.8;92.7;24.5;23.5;28.2;7.9
2605;94.5;26;21.9;14.8;92.6;24.5;23.5;28.2;7.9
2606;94.4;25.9;21.9;14.8;92.6;24.5;23.5;28.2;7.9
2607;94.4;25.9;21.8;14.8;92.6;24.5;23.5;28.1;7.9
2608;94.4;25.9;21.8;14.8;92.6;24.5;23.5;28.1;7.9
2609;94.4;25.9;21.8;14.8;92.6;24.4;23.4;28.1;7.9
2610;94.4;25.9;21.8;14.8;92.6;24.4;23.4;28.1;7.9
2611;94.4;25.9;21.8;14.7;92.5;24.4;23.4;28;7.9
2612;94.4;25.8;21.8;14.7;92.5;24.4;23.3;28;7.9
2613;94.4;25.8;21.8;14.7;92.5;24.4;23.3;28;7.9
2614;94.3;25.8;21.8;14.7;92.5;24.4;23.3;27.9;7.9
2615;94.3;25.8;21.8;14.7;92.4;24.4;23.3;27.9;7.9
2616;94.3;25.8;21.8;14.7;92.4;24.3;23.2;27.9;7.9
2617;94.3;25.8;21.8;14.7;92.4;24.3;23.2;27.8;7.9
2618;94.3;25.8;21.8;14.6;92.4;24.3;23.2;27.8;7.4
2619;94.3;25.7;21.8;14.6;92.4;24.3;23.1;27.8;7.4
2620;94.2;25.7;21.8;14.6;92.3;24.3;23.1;27.8;7.4
2621;94.2;25.7;21.8;14.6;92.4;24.3;23.1;27.8;7.4
2622;94.2;25.7;21.8;14.6;92.3;24.3;23.1;27.7;7.4
2623;94.2;25.7;21.7;14.5;92.3;24.2;23;27.7;7.4
2624;94.2;25.7;21.7;14.5;92.3;24.2;23;27.7;7.4
2625;94.2;25.6;21.7;14.5;92.2;24.2;23;27.7;7.4
2626;94.2;25.6;21.7;14.5;92.3;24.2;22.9;27.6;7.4
2627;94.1;25.6;21.7;14.5;92.2;24.2;22.9;27.6;7.4
2628;94.1;25.6;21.7;14.5;92.2;24.1;22.9;27.6;7.4
2629;94.1;25.6;21.7;14.5;92.2;24.1;22.9;27.6;7.4
2630;94.1;25.5;21.7;14.5;92.2;24.1;22.8;27.5;7.4
2631;94.1;25.5;21.7;14.4;92.2;24.1;22.8;27.5;7.4
2632;94.1;25.5;21.7;14.4;92.1;24.1;22.8;27.5;7.4
2633;94.1;25.5;21.7;14.4;92.1;24.1;22.7;27.5;7.4
2634;94;25.5;21.7;14.4;92.1;24;22.7;27.4;7.4
2635;94;25.5;21.7;14.4;92.1;24;22.7;27.4;7.4
2636;94;25.4;21.6;14.4;92.1;24;22.6;27.4;6.9
2637;94;25.4;21.6;14.4;92.1;24;22.6;27.4;6.9
2638;94;25.4;21.6;14.3;92;24;22.6;27.3;6.9
2639;94;25.4;21.6;14.3;92;24;22.6;27.3;6.9
2640;94;25.4;21.6;14.3;92;23.9;22.5;27.3;6.9
2641;93.9;25.4;21.6;14.3;92;23.9;22.5;27.3;6.9
2642;93.9;25.3;21.6;14.3;92;23.9;22.5;27.2;6.9
2643;93.9;25.4;21.6;14.3;92;23.9;22.5;27.2;6.9
2644;93.9;25.4;21.6;14.3;92;23.9;22.4;27.2;6.9
2645;93.9;25.3;21.6;14.2;91.9;23.9;22.4;27.2;6.9
2646;93.9;25.3;21.6;14.2;91.9;23.9;22.4;27.1;6.9
2647;93.9;25.3;21.6;14.2;91.9;23.8;22.3;27.1;6.9
2648;93.9;25.3;21.5;14.1;91.8;23.8;22.3;27.1;6.9
2649;93.9;25.3;21.6;14.1;91.9;23.8;22.3;27.1;6.9
2650;93.8;25.2;21.5;14.1;91.8;23.8;22.3;27;6.9
2651;93.9;25.2;21.5;14.1;91.8;23.8;22.3;27;6.9
2652;93.8;25.2;21.5;14.1;91.8;23.7;22.2;27;6.9
2653;93.8;25.2;21.5;14.1;91.8;23.7;22.2;27;6.9
2654;93.8;25.2;21.5;14;91.8;23.7;22.2;26.9;6.9
2655;93.8;25.2;21.5;14;91.8;23.7;22.1;26.9;6.6
2656;93.8;25.1;21.5;14;91.8;23.7;22.1;26.9;6.4
2657;93.8;25.1;21.5;14;91.7;23.7;22.1;26.8;6.4
2658;93.8;25.1;21.5;14;91.7;23.7;22.1;26.8;6.4
2659;93.7;25.1;21.4;14;91.7;23.6;22;26.8;6.4
2660;93.7;25.1;21.5;14;91.7;23.6;22;26.8;6.4
2661;93.7;25.1;21.5;14;91.7;23.6;22;26.8;6.4
2662;93.7;25;21.4;13.9;91.6;23.6;21.9;26.7;6.4
2663;93.7;25;21.4;13.9;91.7;23.6;21.9;26.7;6.4
2664;93.6;25;21.4;13.9;91.6;23.6;21.9;26.7;6.4
2665;93.7;25;21.4;13.9;91.6;23.5;21.9;26.7;6.4
2666;93.6;25;21.4;13.9;91.6;23.5;21.8;26.7;6.4
2667;93.6;24.9;21.4;13.8;91.6;23.5;21.8;26.6;6.4
2668;93.6;24.9;21.4;13.8;91.6;23.5;21.8;26.6;6.4
2669;93.6;24.9;21.4;13.8;91.5;23.5;21.8;26.6;6.4
2670;93.6;24.9;21.4;13.8;91.6;23.5;21.7;26.5;6.4
2671;93.6;24.9;21.4;13.8;91.5;23.4;21.7;26.5;6.4
2672;93.6;24.9;21.4;13.8;91.5;23.4;21.7;26.5;6.4
2673;93.5;24.8;21.3;13.8;91.5;23.4;21.7;26.5;6.4
2674;93.5;24.8;21.3;13.7;91.5;23.4;21.6;26.4;6.4
2675;93.5;24.8;21.3;13.7;91.5;23.4;21.6;26.4;6.4
2676;93.5;24.8;21.4;13.7;91.5;23.4;21.6;26.4;6.4
2677;93.4;24.7;21.3;13.7;91.4;23.3;21.5;26.4;6.4
2678;93.5;24.8;21.3;13.7;91.4;23.3;21.5;26.3;6.4
2679;93.5;24.7;21.3;13.6;91.4;23.3;21.5;26.3;6.4
2680;93.4;24.7;21.3;13.7;91.4;23.3;21.4;26.3;6.4
2681;93.4;24.7;21.3;13.6;91.4;23.3;21.4;26.2;6.4
2682;93.4;24.7;21.3;13.6;91.4;23.3;21.4;26.2;6.4
2683;93.4;24.6;21.3;13.6;91.4;23.3;21.4;26.2;6.4
2684;93.4;24.6;21.2;13.5;91.3;23.2;21.4;26.2;6.4
2685;93.4;24.6;21.2;13.6;91.3;23.2;21.3;26.1;6.4
2686;93.4;24.6;21.2;13.5;91.3;23.2;21.3;26.1;6.4
2687;93.4;24.6;21.2;13.5;91.3;23.2;21.2;26.1;6.4
2688;93.4;24.6;21.2;13.5;91.3;23.2;21.2;26;6.4
2689;93.3;24.6;21.2;13.5;91.3;23.2;21.2;26;6.4
2690;93.3;24.6;21.2;13.5;91.3;23.1;21.2;26;6.4
2691;93.3;24.6;21.2;13.5;91.3;23.1;21.2;26;6.4
2692;93.3;24.6;21.2;13.4;91.2;23.1;21.1;26;6.4
2693;93.3;24.5;21.2;13.4;91.2;23.1;21.1;26;6.4
2694;93.3;24.5;21.2;13.4;91.2;23.1;21.1;25.9;6.4
2695;93.3;24.5;21.2;13.4;91.2;23.1;21.1;25.9;6.4
2696;93.2;24.5;21.2;13.4;91.2;23;21;25.9;6.4
2697;93.2;24.4;21.1;13.4;91.2;23;21;25.8;6.4
2698;93.2;24.5;21.1;13.3;91.2;23;21;25.8;6.4
2699;93.2;24.4;21.2;13.3;91.2;23;21;25.8;6.4
2700;93.2;24.4;21.2;13.3;91.1;23;20.9;25.8;6.4
2701;93.2;24.4;21.1;13.3;91.1;23;20.9;25.8;6.4
2702;93.2;24.4;21.1;13.3;91.1;22.9;20.9;25.7;6.4
2703;93.2;24.4;21.1;13.3;91.1;22.9;20.9;25.8;6.4
2704;93.2;24.4;21.1;13.3;91.1;22.9;20.8;25.7;6.4
2705;93.1;24.3;21.1;13.2;91.1;22.9;20.8;25.7;6.4
2706;93.1;24.3;21.1;13.2;91.1;22.9;20.8;25.7;6.4
2707;93.1;24.3;21.1;13.2;91.1;22.9;20.8;25.6;6.4
2708;93.1;24.3;21.1;13.2;91;22.9;20.7;25.6;6.4
2709;93.1;24.3;21.1;13.2;91;22.9;20.7;25.6;6.4
2710;93.1;24.3;21.1;13.2;91;22.8;20.7;25.6;6.4
2711;93.1;24.2;21.1;13.1;91;22.8;20.7;25.6;6.4
2712;93.1;24.3;21.1;13.1;91;22.8;20.7;25.5;6.4
2713;93.1;24.2;21;13.1;91;22.8;20.6;25.5;6.4
2714;93.1;24.2;21;13.1;91;22.8;20.6;25.5;6.4
2715;93.1;24.2;21;13.1;91;22.7;20.6;25.5;6.4
2716;93;24.2;21;13.1;91;22.7;20.5;25.4;6.4
2717;93;24.2;21;13.1;90.9;22.7;20.5;25.4;6.4
2718;93;24.2;21;13.1;90.9;22.7;20.5;25.4;6.4
2719;93;24.1;21;13;90.9;22.7;20.5;25.4;6.4
2720;93;24.1;21;13;90.9;22.7;20.5;25.4;6.4
2721;93;24.1;21;13;90.9;22.7;20.5;25.3;6.4
2722;93;24.1;21;13;90.9;22.7;20.4;25.3;6.4
2723;93;24.1;21;13;90.9;22.6;20.4;25.2;6.4
2724;93;24.1;20.9;13;90.9;22.6;20.4;25.2;6.4
2725;93;24.1;20.9;12.9;90.9;22.6;20.3;25.2;6.4
2726;92.9;24.1;20.9;12.9;90.9;22.6;20.3;25.2;6.4
